seccion,distrito,rango_edad,sexo,nacionalidad,formacion,total
6,2,30 - 34,Mujer,Nacional,"Arquitecto, Ingeniero Tec",1
6,2,30 - 34,Mujer,Nacional,Diplomados,1
6,2,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,1
6,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,1
6,2,30 - 34,Mujer,Nacional,Licenciado Universitario,2
6,2,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,1
6,2,30 - 34,Hombre,Nacional,Otras titulaciones medias,1
6,2,30 - 34,Hombre,Nacional,Licenciado Universitario,3
6,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,3
6,2,30 - 34,Hombre,Nacional,Sin Estudios,1
7,2,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,1
7,2,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",1
7,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,1
7,2,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",2
7,2,30 - 34,Mujer,Nacional,Licenciado Universitario,2
7,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,3
7,2,30 - 34,Hombre,Nacional,Sin Estudios,4
7,2,30 - 34,Mujer,Nacional,Sin Estudios,2
7,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,1
7,2,30 - 34,Mujer,Nacional,Valor Desconocido,1
7,2,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,2
7,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,1
7,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,2
7,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,9
7,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,1
9,2,30 - 34,Mujer,Nacional,"Arquitecto, Ingeniero Tec",1
9,2,30 - 34,Hombre,Nacional,Sin Estudios,1
9,2,30 - 34,Hombre,Nacional,Valor Desconocido,1
9,2,30 - 34,Mujer,Nacional,Sin Estudios,1
9,2,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,1
9,2,30 - 34,Mujer,Nacional,Licenciado Universitario,8
9,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,6
9,2,30 - 34,Hombre,Nacional,Doctorado Postgrado,1
9,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,3
9,2,30 - 34,Mujer,Nacional,Diplomados,2
9,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,4
9,2,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",4
9,2,30 - 34,Hombre,Nacional,Licenciado Universitario,7
9,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,2
9,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,5
9,2,30 - 34,Hombre,Nacional,"Arquitecto, Ingeniero Tec",1
9,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,2
10,2,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",5
10,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,4
10,2,30 - 34,Mujer,Nacional,Diplomados,2
10,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,5
10,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,2
10,2,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,2
10,2,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,2
10,2,30 - 34,Hombre,Nacional,Diplomados,1
10,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,5
10,2,30 - 34,Hombre,Nacional,Sin Estudios,7
10,2,30 - 34,Mujer,Nacional,Licenciado Universitario,12
10,2,30 - 34,Hombre,Nacional,Doctorado Postgrado,4
10,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,4
10,2,30 - 34,Mujer,Nacional,Sin Estudios,1
10,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,5
10,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,2
10,2,30 - 34,Hombre,Nacional,Licenciado Universitario,16
11,2,30 - 34,Hombre,Nacional,Sin Estudios,2
11,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,2
11,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,3
11,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,4
11,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,3
11,2,30 - 34,Hombre,Nacional,Doctorado Postgrado,1
11,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,1
11,2,30 - 34,Hombre,Nacional,Diplomados,1
11,2,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,2
11,2,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",1
11,2,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,1
11,2,30 - 34,Hombre,Nacional,Licenciado Universitario,2
11,2,30 - 34,Mujer,Nacional,Diplomados,2
11,2,30 - 34,Mujer,Nacional,Licenciado Universitario,4
12,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,3
12,2,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,2
12,2,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,6
12,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,6
12,2,30 - 34,Mujer,Nacional,Licenciado Universitario,11
12,2,30 - 34,Mujer,Nacional,Sin Estudios,3
12,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,5
12,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,4
12,2,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",4
12,2,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",2
12,2,30 - 34,Hombre,Nacional,Sin Estudios,2
12,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,8
12,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,3
12,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,10
12,2,30 - 34,Hombre,Nacional,"Arquitecto, Ingeniero Tec",1
12,2,30 - 34,Mujer,Nacional,Diplomados,7
12,2,30 - 34,Hombre,Nacional,Licenciado Universitario,10
12,2,30 - 34,Hombre,Nacional,Doctorado Postgrado,4
13,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,7
13,2,30 - 34,Mujer,Nacional,Licenciado Universitario,25
13,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,7
13,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,5
13,2,30 - 34,Hombre,Nacional,Licenciado Universitario,22
13,2,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",7
13,2,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,2
13,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,13
13,2,30 - 34,Mujer,Nacional,Estudios superiores no Un,2
13,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,3
13,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,9
13,2,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",3
13,2,30 - 34,Hombre,Nacional,"Arquitecto, Ingeniero Tec",4
13,2,30 - 34,Mujer,Nacional,Diplomados,4
13,2,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,2
13,2,30 - 34,Mujer,Nacional,"Arquitecto, Ingeniero Tec",2
13,2,30 - 34,Hombre,Nacional,Estudios superiores no Un,1
13,2,30 - 34,Hombre,Nacional,Sin Estudios,3
13,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,3
13,2,30 - 34,Hombre,Nacional,Doctorado Postgrado,3
14,2,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,2
14,2,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",4
14,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,2
14,2,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,4
14,2,30 - 34,Hombre,Nacional,Licenciado Universitario,1
14,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,4
14,2,30 - 34,Hombre,Nacional,Doctorado Postgrado,1
14,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,1
14,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,6
14,2,30 - 34,Hombre,Nacional,Sin Estudios,3
14,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,6
14,2,30 - 34,Mujer,Nacional,Sin Estudios,2
14,2,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",2
14,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,3
14,2,30 - 34,Mujer,Nacional,Licenciado Universitario,4
14,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,2
15,2,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",4
15,2,30 - 34,Mujer,Nacional,Diplomados,3
15,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,2
15,2,30 - 34,Hombre,Nacional,Sin Estudios,1
15,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,2
15,2,30 - 34,Hombre,Nacional,Diplomados,1
15,2,30 - 34,Hombre,Nacional,"Arquitecto, Ingeniero Tec",1
15,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,1
15,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,2
15,2,30 - 34,Mujer,Nacional,Licenciado Universitario,4
15,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,4
15,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,4
15,2,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,1
15,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,6
16,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,2
16,2,30 - 34,Hombre,Nacional,Sin Estudios,3
16,2,30 - 34,Hombre,Nacional,Doctorado Postgrado,4
16,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,2
16,2,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",7
16,2,30 - 34,Mujer,Nacional,Otras titulaciones medias,1
16,2,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",4
16,2,30 - 34,Mujer,Nacional,Sin Estudios,1
16,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,3
16,2,30 - 34,Hombre,Nacional,No sabe leer ni escribir,1
16,2,30 - 34,Hombre,Nacional,Diplomados,1
16,2,30 - 34,Hombre,Nacional,Licenciado Universitario,9
16,2,30 - 34,Hombre,Nacional,"Arquitecto, Ingeniero Tec",1
16,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,9
16,2,30 - 34,Mujer,Nacional,Licenciado Universitario,4
16,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,6
16,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,4
16,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,2
16,2,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,1
17,2,30 - 34,Hombre,Nacional,Doctorado Postgrado,2
17,2,30 - 34,Mujer,Nacional,Diplomados,3
17,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,2
17,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,4
17,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,2
17,2,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",4
17,2,30 - 34,Mujer,Nacional,Licenciado Universitario,12
17,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,1
17,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,4
17,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,1
17,2,30 - 34,Hombre,Nacional,Diplomados,1
17,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,3
17,2,30 - 34,Hombre,Nacional,Licenciado Universitario,7
18,2,30 - 34,Hombre,Nacional,Sin Estudios,5
18,2,30 - 34,Mujer,Nacional,Diplomados,2
18,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,3
18,2,30 - 34,Hombre,Nacional,Doctorado Postgrado,2
18,2,30 - 34,Hombre,Nacional,Licenciado Universitario,8
18,2,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",1
18,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,1
18,2,30 - 34,Mujer,Nacional,Sin Estudios,1
18,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,7
18,2,30 - 34,Mujer,Nacional,Licenciado Universitario,5
18,2,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",1
18,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,3
18,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,7
18,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,6
19,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,2
19,2,30 - 34,Hombre,Nacional,Licenciado Universitario,9
19,2,30 - 34,Mujer,Nacional,Licenciado Universitario,8
19,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,1
19,2,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,3
19,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,5
19,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,6
19,2,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",2
19,2,30 - 34,Mujer,Nacional,Diplomados,7
19,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,1
19,2,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,2
19,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,1
19,2,30 - 34,Mujer,Nacional,"Arquitecto, Ingeniero Tec",1
19,2,30 - 34,Hombre,Nacional,"Arquitecto, Ingeniero Tec",1
19,2,30 - 34,Hombre,Nacional,Doctorado Postgrado,3
19,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,2
19,2,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",4
20,2,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,3
20,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,1
20,2,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,2
20,2,30 - 34,Hombre,Nacional,Licenciado Universitario,10
20,2,30 - 34,Hombre,Nacional,Sin Estudios,4
20,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,3
20,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,5
20,2,30 - 34,Mujer,Nacional,Sin Estudios,5
20,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,2
20,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,4
20,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,16
20,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,6
20,2,30 - 34,Hombre,Nacional,Valor Desconocido,1
20,2,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",2
20,2,30 - 34,Hombre,Nacional,Doctorado Postgrado,1
20,2,30 - 34,Mujer,Nacional,Diplomados,3
20,2,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",3
20,2,30 - 34,Hombre,Nacional,Diplomados,1
20,2,30 - 34,Mujer,Nacional,Licenciado Universitario,9
21,2,30 - 34,Mujer,Nacional,Sin Estudios,1
21,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,1
21,2,30 - 34,Hombre,Nacional,Licenciado Universitario,11
21,2,30 - 34,Hombre,Nacional,Otras titulaciones medias,1
21,2,30 - 34,Mujer,Nacional,Licenciado Universitario,13
21,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,7
21,2,30 - 34,Hombre,Nacional,Estudios superiores no Un,1
21,2,30 - 34,Mujer,Nacional,Estudios superiores no Un,1
21,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,2
21,2,30 - 34,Hombre,Nacional,"Arquitecto, Ingeniero Tec",2
21,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,5
21,2,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",5
21,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,7
21,2,30 - 34,Hombre,Nacional,Diplomados,1
21,2,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",5
21,2,30 - 34,Hombre,Nacional,Doctorado Postgrado,3
21,2,30 - 34,Mujer,Nacional,Diplomados,2
21,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,1
21,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,3
22,2,30 - 34,Hombre,Nacional,Ense?anza Secundaria,8
22,2,30 - 34,Hombre,Nacional,Sin Estudios,1
22,2,30 - 34,Mujer,Nacional,Licenciado Universitario,8
22,2,30 - 34,Hombre,Nacional,Licenciado Universitario,5
22,2,30 - 34,Mujer,Nacional,Doctorado Postgrado,5
22,2,30 - 34,Mujer,Nacional,Diplomados,2
22,2,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,1
22,2,30 - 34,Hombre,Nacional,Doctorado Postgrado,1
22,2,30 - 34,Hombre,Nacional,FP1 Grado Medio,2
22,2,30 - 34,Mujer,Nacional,Ense?anza Secundaria,3
22,2,30 - 34,Hombre,Nacional,Diplomados,1
22,2,30 - 34,Hombre,Nacional,FP2 Grado Superior,7
22,2,30 - 34,Mujer,Nacional,FP1 Grado Medio,3
22,2,30 - 34,Mujer,Nacional,FP2 Grado Superior,1
1,3,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,1
1,3,30 - 34,Mujer,Nacional,Licenciado Universitario,2
1,3,30 - 34,Mujer,Nacional,"Arquitecto, Ingeniero Tec",1
1,3,30 - 34,Mujer,Nacional,Ense?anza Secundaria,8
1,3,30 - 34,Hombre,Nacional,FP2 Grado Superior,1
1,3,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,2
1,3,30 - 34,Hombre,Nacional,Ense?anza Secundaria,9
1,3,30 - 34,Hombre,Nacional,Sin Estudios,2
1,3,30 - 34,Mujer,Nacional,FP2 Grado Superior,6
1,3,30 - 34,Mujer,Nacional,Diplomados,1
1,3,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",1
1,3,30 - 34,Mujer,Nacional,FP1 Grado Medio,3
1,3,30 - 34,Hombre,Nacional,Doctorado Postgrado,1
1,3,30 - 34,Hombre,Nacional,FP1 Grado Medio,6
1,3,30 - 34,Mujer,Nacional,Sin Estudios,1
1,3,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",1
2,3,30 - 34,Hombre,Nacional,Licenciado Universitario,3
2,3,30 - 34,Mujer,Nacional,Ense?anza Secundaria,4
2,3,30 - 34,Hombre,Nacional,Doctorado Postgrado,1
2,3,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,1
2,3,30 - 34,Mujer,Nacional,FP1 Grado Medio,1
2,3,30 - 34,Mujer,Nacional,FP2 Grado Superior,2
2,3,30 - 34,Hombre,Nacional,FP2 Grado Superior,1
2,3,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",1
2,3,30 - 34,Hombre,Nacional,FP1 Grado Medio,2
2,3,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",2
2,3,30 - 34,Mujer,Nacional,Licenciado Universitario,1
2,3,30 - 34,Mujer,Nacional,Doctorado Postgrado,2
2,3,30 - 34,Mujer,Nacional,Diplomados,1
2,3,30 - 34,Hombre,Nacional,Ense?anza Secundaria,3
2,3,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,1
3,3,30 - 34,Hombre,Nacional,Sin Estudios,4
3,3,30 - 34,Hombre,Nacional,FP1 Grado Medio,6
3,3,30 - 34,Hombre,Nacional,Licenciado Universitario,1
3,3,30 - 34,Hombre,Nacional,Ense?anza Secundaria,7
3,3,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,3
3,3,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",3
3,3,30 - 34,Mujer,Nacional,Licenciado Universitario,4
3,3,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",2
3,3,30 - 34,Hombre,Nacional,FP2 Grado Superior,2
3,3,30 - 34,Hombre,Nacional,Doctorado Postgrado,1
3,3,30 - 34,Mujer,Nacional,FP2 Grado Superior,3
3,3,30 - 34,Mujer,Nacional,Sin Estudios,2
3,3,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,1
3,3,30 - 34,Mujer,Nacional,FP1 Grado Medio,2
3,3,30 - 34,Mujer,Nacional,Ense?anza Secundaria,3
4,3,30 - 34,Hombre,Nacional,FP2 Grado Superior,3
4,3,30 - 34,Hombre,Nacional,FP1 Grado Medio,3
4,3,30 - 34,Hombre,Nacional,Ense?anza Secundaria,4
4,3,30 - 34,Mujer,Nacional,Diplomados,1
4,3,30 - 34,Mujer,Nacional,FP2 Grado Superior,2
4,3,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",5
4,3,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,2
4,3,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",1
4,3,30 - 34,Hombre,Nacional,Sin Estudios,4
4,3,30 - 34,Mujer,Nacional,Sin Estudios,2
4,3,30 - 34,Mujer,Nacional,Licenciado Universitario,3
4,3,30 - 34,Mujer,Nacional,Ense?anza Secundaria,1
4,3,30 - 34,Mujer,Nacional,FP1 Grado Medio,4
4,3,30 - 34,Hombre,Nacional,Licenciado Universitario,2
4,3,30 - 34,Mujer,Nacional,Doctorado Postgrado,3
4,3,30 - 34,Hombre,Nacional,"Arquitecto, Ingeniero Tec",1
4,3,30 - 34,Hombre,Nacional,Doctorado Postgrado,1
5,3,30 - 34,Hombre,Nacional,Licenciado Universitario,3
5,3,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",1
5,3,30 - 34,Mujer,Nacional,Ense?anza Secundaria,4
5,3,30 - 34,Hombre,Nacional,Diplomados,1
5,3,30 - 34,Hombre,Nacional,Doctorado Postgrado,2
5,3,30 - 34,Hombre,Nacional,FP1 Grado Medio,2
5,3,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",4
5,3,30 - 34,Hombre,Nacional,"Arquitecto, Ingeniero Tec",1
5,3,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,1
5,3,30 - 34,Mujer,Nacional,"Arquitecto, Ingeniero Tec",1
5,3,30 - 34,Mujer,Nacional,FP1 Grado Medio,1
5,3,30 - 34,Hombre,Nacional,FP2 Grado Superior,1
5,3,30 - 34,Hombre,Nacional,Ense?anza Secundaria,1
5,3,30 - 34,Mujer,Nacional,FP2 Grado Superior,5
5,3,30 - 34,Mujer,Nacional,Estudios superiores no Un,1
5,3,30 - 34,Mujer,Nacional,Licenciado Universitario,3
5,3,30 - 34,Mujer,Nacional,Doctorado Postgrado,3
6,3,30 - 34,Mujer,Nacional,Ense?anza Secundaria,5
6,3,30 - 34,Hombre,Nacional,FP1 Grado Medio,3
6,3,30 - 34,Mujer,Nacional,Licenciado Universitario,6
6,3,30 - 34,Mujer,Nacional,Sin Estudios,1
6,3,30 - 34,Hombre,Nacional,Ense?anza Secundaria,8
6,3,30 - 34,Mujer,Nacional,FP1 Grado Medio,2
6,3,30 - 34,Mujer,Nacional,Doctorado Postgrado,2
6,3,30 - 34,Hombre,Nacional,FP2 Grado Superior,3
6,3,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,1
6,3,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",3
6,3,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,1
6,3,30 - 34,Hombre,Nacional,Doctorado Postgrado,1
6,3,30 - 34,Hombre,Nacional,Sin Estudios,5
6,3,30 - 34,Mujer,Nacional,Diplomados,2
6,3,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",2
6,3,30 - 34,Mujer,Nacional,FP2 Grado Superior,4
7,3,30 - 34,Hombre,Nacional,Valor Desconocido,1
7,3,30 - 34,Hombre,Nacional,FP2 Grado Superior,7
7,3,30 - 34,Mujer,Nacional,Doctorado Postgrado,1
7,3,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,2
7,3,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,1
7,3,30 - 34,Mujer,Nacional,FP2 Grado Superior,4
7,3,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",2
7,3,30 - 34,Hombre,Nacional,Licenciado Universitario,3
7,3,30 - 34,Hombre,Nacional,Sin Estudios,5
7,3,30 - 34,Mujer,Nacional,FP1 Grado Medio,2
7,3,30 - 34,Mujer,Nacional,Ense?anza Secundaria,9
7,3,30 - 34,Hombre,Nacional,FP1 Grado Medio,6
7,3,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",3
7,3,30 - 34,Hombre,Nacional,Ense?anza Secundaria,6
7,3,30 - 34,Mujer,Nacional,Licenciado Universitario,4
8,3,30 - 34,Mujer,Nacional,FP2 Grado Superior,1
8,3,30 - 34,Mujer,Nacional,FP1 Grado Medio,1
8,3,30 - 34,Mujer,Nacional,Diplomados,3
8,3,30 - 34,Hombre,Nacional,Licenciado Universitario,2
8,3,30 - 34,Mujer,Nacional,Doctorado Postgrado,1
8,3,30 - 34,Hombre,Nacional,FP1 Grado Medio,4
8,3,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,1
8,3,30 - 34,Hombre,Nacional,Ense?anza Secundaria,7
8,3,30 - 34,Hombre,Nacional,FP2 Grado Superior,6
8,3,30 - 34,Mujer,Nacional,Sin Estudios,3
8,3,30 - 34,Mujer,Nacional,Licenciado Universitario,5
8,3,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",2
8,3,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",3
8,3,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,1
8,3,30 - 34,Hombre,Nacional,Sin Estudios,2
8,3,30 - 34,Mujer,Nacional,Ense?anza Secundaria,3
9,3,30 - 34,Hombre,Nacional,"B.Superior.BUP,COU",6
9,3,30 - 34,Mujer,Nacional,Diplomados,3
9,3,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",1
9,3,30 - 34,Hombre,Nacional,FP2 Grado Superior,3
9,3,30 - 34,Mujer,Nacional,Ense?anza Primaria incomp,1
9,3,30 - 34,Hombre,Nacional,Sin Estudios,3
9,3,30 - 34,Mujer,Nacional,Sin Estudios,5
9,3,30 - 34,Mujer,Nacional,Ense?anza Secundaria,10
9,3,30 - 34,Hombre,Nacional,Ense?anza Secundaria,19
9,3,30 - 34,Hombre,Nacional,Licenciado Universitario,6
9,3,30 - 34,Hombre,Nacional,FP1 Grado Medio,7
9,3,30 - 34,Mujer,Nacional,FP1 Grado Medio,8
9,3,30 - 34,Mujer,Nacional,FP2 Grado Superior,3
9,3,30 - 34,Hombre,Nacional,Doctorado Postgrado,1
9,3,30 - 34,Hombre,Nacional,"Arquitecto, Ingeniero Tec",1
9,3,30 - 34,Mujer,Nacional,Doctorado Postgrado,2
9,3,30 - 34,Mujer,Nacional,Licenciado Universitario,10
10,3,30 - 34,Mujer,Nacional,Ense?anza Secundaria,8
10,3,30 - 34,Hombre,Nacional,FP2 Grado Superior,2
10,3,30 - 34,Hombre,Nacional,Diplomados,1
10,3,30 - 34,Hombre,Nacional,Sin Estudios,3
10,3,30 - 34,Mujer,Nacional,Diplomados,4
10,3,30 - 34,Mujer,Nacional,FP1 Grado Medio,2
10,3,30 - 34,Mujer,Nacional,Licenciado Universitario,2
10,3,30 - 34,Hombre,Nacional,Doctorado Postgrado,1
10,3,30 - 34,Mujer,Nacional,"B.Superior.BUP,COU",3
10,3,30 - 34,Hombre,Nacional,Licenciado Universitario,1
10,3,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,1
10,3,30 - 34,Mujer,Nacional,FP2 Grado Superior,2
10,3,30 - 34,Mujer,Nacional,Doctorado Postgrado,3
10,3,30 - 34,Hombre,Nacional,Ense?anza Secundaria,4
11,3,30 - 34,Hombre,Nacional,Ense?anza Secundaria,8
11,3,30 - 34,Mujer,Nacional,Licenciado Universitario,3
11,3,30 - 34,Hombre,Nacional,Ense?anza Primaria incomp,1
11,3,30 - 34,Mujer,Nacional,Diplomados,3
11,3,30 - 34,Hombre,Nacional,FP1 Grado Medio,2
11,3,30 - 34,Hombre,Nacional,FP2 Grado Superior,2
