"term_id";"parent_id";"term_name_ES";"term_name_CA";"term_description_ES";"term_description_CA"
"10.3 ";10;"10.3. Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados, incluso eliminando las leyes, políticas y prácticas discriminatorias y promoviendo legislaciones, políticas y medidas adecuadas a ese respecto";"10.3. Garantir la igualtat d’oportunitats i reduir la desigualtat dels resultats, també eliminant les lleis, polítiques i pràctiques discriminatòries i promovent legislació, polítiques i mesures adequades a aquest efecte.";;
"10.4 ";10;"10.4. Adoptar políticas, especialmente fiscales, salariales y de protección social, y lograr progresivamente una mayor igualdad";"10.4. Adoptar polítiques, en especial fiscals, salarials i de protecció social, i aconseguir progressivament més igualtat.";;
"10.5 ";10;"10.5. Mejorar la reglamentación y vigilancia de las instituciones y los mercados financieros mundiales y fortalecer la aplicación de esos reglamentos";"10.5. Millorar la reglamentació i la vigilància de les institucions i dels mercats financers mundials i enfortir l’aplicació d’aquesta reglamentació.";;
"10.6 ";10;"10.6. Asegurar una mayor representación e intervención de los países en desarrollo en las decisiones adoptadas por las instituciones económicas y financieras internacionales para aumentar la eficacia, fiabilidad, rendición de cuentas y legitimidad de esas instituciones";"10.6. Assegurar més representació i intervenció dels països en desenvolupament en les decisions adoptades per les institucions econòmiques i financeres internacionals per tal d’augmentar l’eficàcia, la fiabilitat, la rendició de comptes i la legitimitat d’aquestes institucions.";;
"10.7 ";10;"10.7. Facilitar la migración y la movilidad ordenadas, seguras, regulares y responsables de las personas, incluso mediante la aplicación de políticas migratorias planificadas y bien gestionadas";"10.7. Facilitar una migració i mobilitat ordenades, segures, regulars i responsables de les persones, també mitjançant l’aplicació de polítiques migratòries planificades i ben gestionades.";;
"10.a ";10;"10.a. Aplicar el principio del trato especial y diferenciado para los países en desarrollo, en particular los países menos adelantados, de conformidad con los acuerdos de la Organización Mundial del Comercio";"10.a. Aplicar el principi del tracte especial i diferenciat per als països en desenvolupament, en particular per als països menys avançats, de conformitat amb els acords de l’Organització Mundial del Comerç.";;
"10.b ";10;"10.b. Fomentar la asistencia oficial para el desarrollo y las corrientes financieras, incluida la inversión extranjera directa, para los Estados con mayores necesidades, en particular los países menos adelantados, los países africanos, los pequeños Estados insulares en desarrollo y los países en desarrollo sin litoral, en consonancia con sus planes y programas nacionales";"10.b. Fomentar l’ajut oficial al desenvolupament i els fluxos financers, inclosa la inversió estrangera directa, per als estats amb majors necessitats, en particular els països menys avançats, països africans, petits estats insulars en desenvolupament i països en desenvolupament sense litoral, d’acord amb els respectius plans i programes nacionals.";;
"10.c ";10;"10.c. De aquí a 2030, reducir a menos del 3% los costos de transacción de las remesas de los migrantes y eliminar los corredores de remesas con un costo superior al 5%";"10.c. Per a 2030, reduir els costos de transacció de les remeses de migrants per sota del 3% i eliminar els canals de tramesa de remeses amb un cost superior al 5%.";;
"10.1.1 ";10.1;"Tasas de crecimiento per cápita de los gastos o ingresos de los hogares del 40% más pobre de la población y la población total";;;
"10.2.1 ";10.2;"Proporción de personas que viven por debajo del 50% de la mediana de los ingresos, desglosada por sexo, edad y personas con discapacidad";;;
"10.3.1 ";10.3;"Proporción de la población que declara haberse sentido personalmente discriminada o acosada en los últimos 12 meses por motivos de discriminación prohibidos por el derecho internacional de los derechos humanos";;;
"10.4.1 ";10.4;"Proporción del PIB generada por el trabajo, que comprende los salarios y las transferencias de protección social";;;
"10.5.1 ";10.5;"Indicadores de solidez financiera";;;
"10.6.1 ";10.6;"Proporción de miembros y derechos de voto de los países en desarrollo en organizaciones internacionales";;;
"10.7.1 ";10.7;"Costo de la contratación sufragado por el empleado en proporción a los ingresos mensuales percibidos en el país de destino";;;
"10.7.2 ";10.7;"Número de países que han aplicado políticas migratorias bien gestionadas que facilitan la migración y la movilidad ordenadas, seguras, regulares y responsables de las personas";;;
"10.a.1 ";"10.a";"Proporción de líneas arancelarias que se aplican a las importaciones de los países menos adelantados y los países en desarrollo con arancel cero";;;
"10.b.1 ";"10.b";"Corrientes totales de recursos para el desarrollo, desglosadas por país receptor y país donante y por tipo de corriente (por ejemplo, asistencia oficial para el desarrollo, inversión extranjera directa y otras corrientes)";;;
"10.c.1 ";"10.c";"Costo de las remesas en proporción a las sumas remitidas";;;
"11.1 ";11;"11.1. De aquí a 2030, asegurar el acceso de todas las personas a viviendas y servicios básicos adecuados, seguros y asequibles y mejorar los barrios marginales";"11.1. Per a 2030, assegurar l’accés de totes les persones a habitatges i a serveis bàsics adequats, segurs i assequibles, i millorar els barris marginals.";;
"11.2 ";11;"11.2. De aquí a 2030, proporcionar acceso a sistemas de transporte seguros, asequibles, accesibles y sostenibles para todos y mejorar la seguridad vial, en particular mediante la ampliación del transporte público, prestando especial atención a las necesidades de las personas en situación de vulnerabilidad, las mujeres, los niños, las personas con discapacidad y las personas de edad";"11.2. Per a 2030, proporcionar accés a sistemes de transport segurs, assequibles, accessibles i sostenibles per a totes les persones, i millorar la seguretat viària, en particular mitjançant l’ampliació del transport públic, amb especial atenció a les necessitats de les persones en situació vulnerable, dones, nenes, nens, persones amb discapacitat i persones grans.";;
"11.3 ";11;"11.3. De aquí a 2030, aumentar la urbanización inclusiva y sostenible y la capacidad para la planificación y la gestión participativas, integradas y sostenibles de los asentamientos humanos en todos los países";"11.3. Per a 2030, augmentar la urbanització inclusiva i sostenible, així com la capacitat de planificar i gestionar de manera participativa, integrada i sostenible els assentaments humans a tots els països.";;
"11.4 ";11;"11.4. Redoblar los esfuerzos para proteger y salvaguardar el patrimonio cultural y natural del mundo";"11.4. Redoblar els esforços per a protegir i salvaguardar el patrimoni cultural i natural del món.";;
"11.5 ";11;"11.5. De aquí a 2030, reducir significativamente el número de muertes causadas por los desastres, incluidos los relacionados con el agua, y de personas afectadas por ellos, y reducir considerablemente las pérdidas económicas directas provocadas por los desastres en comparación con el producto interno bruto mundial, haciendo especial hincapié en la protección de los pobres y las personas en situaciones de vulnerabilidad";"11.5. Per a 2030, reduir de forma significativa el nombre de morts causades per desastres, inclosos els relacionats amb l’aigua, i de persones afectades per aquests, i reduir substancialment les pèrdues econòmiques directes causades per desastres relacionades amb el producte interior brut mundial, fent un èmfasi especial en la protecció de les persones pobres i de les persones en situacions de vulnerabilitat.";;
"11.6 ";11;"11.6. De aquí a 2030, reducir el impacto ambiental negativo per cápita de las ciudades, incluso prestando especial atención a la calidad del aire y la gestión de los desechos municipales y de otro tipo";"11.6. Per a 2030, reduir l’impacte ambiental negatiu per capita de les ciutats, amb especial atenció a la qualitat de l’aire, així com a la gestió dels residus municipals i d’altre tipus.";;
"11.7 ";11;"11.7. De aquí a 2030, proporcionar acceso universal a zonas verdes y espacios públicos seguros, inclusivos y accesibles, en particular para las mujeres y los niños, las personas de edad y las personas con discapacidad";"11.7. Per a 2030, proporcionar accés universal a zones verdes i espais públics segurs, inclusius i accessibles, en particular per a les dones i els infants, les persones grans i les persones amb discapacitat.";;
"11.a ";11;"11.a. Apoyar los vínculos económicos, sociales y ambientales positivos entre las zonas urbanas, periurbanas y rurales fortaleciendo la planificación del desarrollo nacional y regional";"11.a. Donar suport als vincles econòmics, socials i ambientals positius entre les zones urbanes, periurbanes i rurals enfortint la planificació del desenvolupament nacional i regional.";;
"11.b ";11;"11.b. De aquí a 2020, aumentar considerablemente el número de ciudades y asentamientos humanos que adoptan e implementan políticas y planes integrados para promover la inclusión, el uso eficiente de los recursos, la mitigación del cambio climático y la adaptación a él y la resiliencia ante los desastres, y desarrollar y poner en práctica, en consonancia con el Marco de Sendái para la Reducción del Riesgo de Desastres 2015‑2030, la gestión integral de los riesgos de desastre a todos los niveles";"11.b. Per a 2020, augmentar substancialment el nombre de ciutats i assentaments humans que adopten i posen en marxa polítiques i plans integrats per promoure la inclusió, l’ús eficient dels recursos, la mitigació del canvi climàtic i l’adaptació a aquest, així com la resiliència davant dels desastres, i desenvolupar i posar en pràctica una gestió integral dels riscos de desastre a tots els nivells, d’acord amb el Marc de Sendai per a la reducció del risc de desastres 2015-2030.";;
"11.c ";11;"11.c. Proporcionar apoyo a los países menos adelantados, incluso mediante asistencia financiera y técnica, para que puedan construir edificios sostenibles y resilientes utilizando materiales locales";"11.c. Proporcionar suport als països menys avançats, incloent una assistència financera i tècnica, perquè puguin construir edificis sostenibles i resilients utilitzant materials locals.";;
"11.1.1 ";11.1;"Proporción de la población urbana que vive en barrios marginales, asentamientos informales o viviendas inadecuadas";;;
"11.2.1 ";11.2;"Proporción de la población que tiene fácil acceso al transporte público, desglosada por sexo, edad y personas con discapacidad";;;
"11.3.1 ";11.3;"Relación entre la tasa de consumo de tierras y la tasa de crecimiento de la población";;;
"11.3.2 ";11.3;"Proporción de ciudades que cuentan con una estructura de participación directa de la sociedad civil en la planificación y la gestión urbanas y funcionan con regularidad y democráticamente";;;
"11.4.1 ";11.4;"Total de gastos (públicos y privados) per cápita destinados a la preservación, protección y conservación de todo el patrimonio cultural y natural, desglosado por tipo de patrimonio (cultural, natural, mixto y reconocido por el Centro del Patrimonio Mundial), nivel de gobierno (nacional, regional y local o municipal), tipo de gastos (gastos de funcionamiento o inversiones) y tipo de financiación privada (donaciones en especie, financiación procedente del sector privado sin fines de lucro y patrocinio)";;;
"11.5.1 ";11.5;"Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100.000 personas";;;
"11.5.2 ";11.5;"Pérdidas económicas directas en relación con el PIB mundial, daños en la infraestructura esencial y número de interrupciones de los servicios básicos atribuidos a desastres";;;
"11.6.1 ";11.6;"Proporción de desechos sólidos urbanos recogidos periódicamente y con una descarga final adecuada respecto del total de desechos sólidos urbanos generados, desglosada por ciudad";;;
"11.6.2 ";11.6;"Niveles medios anuales de partículas finas en suspensión (por ejemplo, PM2.5 y PM10) en las ciudades (ponderados según la población)";;;
"11.7.1 ";11.7;"Proporción media de la superficie edificada de las ciudades que se dedica a espacios abiertos para uso público de todos, desglosada por sexo, edad y personas con discapacidad";;;
"11.7.2 ";11.7;"Proporción de personas que han sido víctimas de acoso físico o sexual en los últimos 12 meses, desglosada por sexo, edad, grado de discapacidad y lugar del hecho";;;
"11.a.1 ";"11.a";"Proporción de la población residente en ciudades que aplican planes de desarrollo urbano y regional que tienen en cuenta las previsiones demográficas y las necesidades de recursos, desglosada por tamaño de ciudad";;;
"11.b.1 ";"11.b";"Número de países que adoptan y aplican estrategias nacionales de reducción del riesgo de desastres en consonancia con el Marco de Sendái para la Reducción del Riesgo de Desastres 2015‑2030";;;
"11.b.2 ";"11.b";"Proporción de gobiernos locales que adoptan y aplican estrategias locales de reducción del riesgo de desastres en consonancia con las estrategias nacionales de reducción del riesgo de desastres";;;
"11.c.1 ";"11.c";"Proporción del apoyo financiero a los países menos adelantados que se asigna a la construcción y el reacondicionamiento con materiales locales de edificios sostenibles, resilientes y eficientes en el uso de recursos";;;
"12.1 ";12;"12.1. Aplicar el Marco Decenal de Programas sobre Modalidades de Consumo y Producción Sostenibles, con la participación de todos los países y bajo el liderazgo de los países desarrollados, teniendo en cuenta el grado de desarrollo y las capacidades de los países en desarrollo";"12.1. Aplicar el Marc decennal de programes sobre modalitats de consum i producció sostenibles, amb la participació de tots els països i el lideratge dels països desenvolupats, tenint en compte el grau de desenvolupament i les capacitats dels països en desenvolupament.";;
"12.2 ";12;"12.2. De aquí a 2030, lograr la gestión sostenible y el uso eficiente de los recursos naturales";"12.2. Per a 2030, assolir la gestió sostenible i l’ús eficient dels recursos naturals.";;
"12.3 ";12;"12.3. De aquí a 2030, reducir a la mitad el desperdicio de alimentos per cápita mundial en la venta al por menor y a nivel de los consumidores y reducir las pérdidas de alimentos en las cadenas de producción y suministro, incluidas las pérdidas posteriores a la cosecha";"12.3. Per a 2030, reduir a la meitat el malbaratament d’aliments per capita mundial en la venda al detall i el consum, així com les pèrdues d’aliments a les cadenes de producció i distribució, incloses les pèrdues postcollita.";;
"12.4 ";12;"12.4. De aquí a 2020, lograr la gestión ecológicamente racional de los productos químicos y de todos los desechos a lo largo de su ciclo de vida, de conformidad con los marcos internacionales convenidos, y reducir significativamente su liberación a la atmósfera, el agua y el suelo a fin de minimizar sus efectos adversos en la salud humana y el medio ambiente";"12.4. Per a 2020, aconseguir la gestió ecològicament racional dels productes químics i de tots els residus al llarg del seu cicle de vida, de conformitat amb els marcs internacionals convinguts, i reduir-ne de manera significativa l’alliberament a l’atmosfera, a l’aigua i al sòl a fi de minimitzar-ne els efectes adversos sobre la salut humana i el medi ambient.";;
"12.5 ";12;"12.5. De aquí a 2030, reducir considerablemente la generación de desechos mediante actividades de prevención, reducción, reciclado y reutilización";"12.5. Per a 2030, disminuir de manera substancial la generació de residus mitjançant polítiques de prevenció, reducció, reciclatge i reutilització.22";;
"12.6 ";12;"12.6. Alentar a las empresas, en especial las grandes empresas y las empresas transnacionales, a que adopten prácticas sostenibles e incorporen información sobre la sostenibilidad en su ciclo de presentación de informes";"12.6. Encoratjar les empreses, en especial les grans empreses i les empreses transnacionals, a adoptar pràctiques sostenibles i a incorporar informació sobre la sostenibilitat en el seu cicle de presentació d’informes.";;
"12.7 ";12;"12.7. Promover prácticas de adquisición pública que sean sostenibles, de conformidad con las políticas y prioridades nacionales";"12.7. Promoure pràctiques de contractació pública que siguin sostenibles, de conformitat amb les polítiques i prioritats nacionals.";;
"12.8 ";12;"12.8. De aquí a 2030, asegurar que las personas de todo el mundo tengan la información y los conocimientos pertinentes para el desarrollo sostenible y los estilos de vida en armonía con la naturaleza";"12.8. Per a 2030, assegurar que les persones de tot el món tinguin informació i conscienciació pertinents per al desenvolupament i els estils de vida sostenibles, en harmonia amb la natura.";;
"12.a ";12;"12.a. Ayudar a los países en desarrollo a fortalecer su capacidad científica y tecnológica para avanzar hacia modalidades de consumo y producción más sostenibles";"12.a. Ajudar els països en desenvolupament a enfortir la seva capacitat científica i tecnològica a fi d’avançar cap a modalitats de consum i producció més sostenibles.";;
"12.b ";12;"12.b. Elaborar y aplicar instrumentos para vigilar los efectos en el desarrollo sostenible, a fin de lograr un turismo sostenible que cree puestos de trabajo y promueva la cultura y los productos locales";"12.b. Elaborar i aplicar instruments que permetin vigilar els efectes en el desenvolupament sostenible a fi d’aconseguir un turisme sostenible que creï llocs de treball i promogui la cultura i els productes locals.";;
"12.c ";12;"12.c. Racionalizar los subsidios ineficientes a los combustibles fósiles que fomentan el consumo antieconómico eliminando las distorsiones del mercado, de acuerdo con las circunstancias nacionales, incluso mediante la reestructuración de los sistemas tributarios y la eliminación gradual de los subsidios perjudiciales, cuando existan, para reflejar su impacto ambiental, teniendo plenamente en cuenta las necesidades y condiciones específicas de los países en desarrollo y minimizando los posibles efectos adversos en su desarrollo, de manera que se proteja a los pobres y a las comunidades afectadas";"12.c. Racionalitzar els subsidis ineficients als combustibles fòssils que encoratgen el consum antieconòmic, mitjançant l’eliminació de les distorsions del mercat d’acord amb les circumstàncies nacionals, també per mitjà d’una reestructuració dels sistemes tributaris i l’eliminació gradual dels subsidis perjudicials, quan existeixin, per tal de reflectir-ne l’impacte ambiental, tenint plenament en compte les necessitats i condicions específiques dels països en desenvolupament i reduint al mínim els possibles efectes adversos en el seu desenvolupament, d’una manera que permeti protegir les persones pobres i les comunitats afectades.";;
"12.1.1 ";12.1;"Número de países que incluyen como prioridad o meta en las políticas nacionales planes de acción nacionales sobre el consumo y la producción sostenibles";;;
"12.2.1 ";12.2;"Huella material en términos absolutos, huella material per cápita y huella material por PIB";;;
"12.2.2 ";12.2;"Consumo material interno en términos absolutos, consumo material interno per cápita y consumo material interno por PIB";;;
"12.3.1";12.3;" a) Índice de pérdidas de alimentos y b) índice de desperdicio de alimentos";;;
"12.4.1 ";12.4;"Número de partes en los acuerdos ambientales multilaterales internacionales sobre desechos peligrosos y otros productos químicos que cumplen sus compromisos y obligaciones de transmitir información como se exige en cada uno de esos acuerdos";;;
"12.4.2 ";12.4;"Desechos peligrosos generados per cápita y proporción de desechos peligrosos tratados, desglosados por tipo de tratamiento";;;
"12.5.1 ";12.5;"Tasa nacional de reciclado, en toneladas de material reciclado";;;
"12.6.1 ";12.6;"Número de empresas que publican informes sobre sostenibilidad";;;
"12.7.1 ";12.7;"Número de países que aplican políticas y planes de acción sostenibles en materia de adquisiciones públicas";;;
"12.8.1 ";12.8;"Grado en que i) la educación para la ciudadanía mundial y ii) la educación para el desarrollo sostenible (incluida la educación sobre el cambio climático) se incorporan en a) las políticas nacionales de educación, b) los planes de estudio, c) la formación del profesorado y d) la evaluación de los estudiantes";;;
"12.a.1 ";"12.a";"Cantidad de apoyo en materia de investigación y desarrollo prestado a los países en desarrollo para el consumo y la producción sostenibles y las tecnologías ecológicamente racionales";;;
"12.b.1 ";"12.b";"Número de estrategias o políticas de turismo sostenible y de planes de acción aplicados que incluyen instrumentos de seguimiento y evaluación convenidos";;;
"12.c.1 ";"12.c";"Cuantía de los subsidios a los combustibles fósiles por unidad de PIB (producción y consumo) y en proporción al total de los gastos nacionales en combustibles fósiles";;;
"13.1 ";13;"13.1. Fortalecer la resiliencia y la capacidad de adaptación a los riesgos relacionados con el clima y los desastres naturales en todos los países";"13.1. Enfortir la resiliència i la capacitat d’adaptació als riscos relacionats amb el clima i els desastres naturals a tots els països.";;
"13.2 ";13;"13.2. Incorporar medidas relativas al cambio climático en las políticas, estrategias y planes nacionales";"13.2. Incorporar mesures relatives al canvi climàtic en les polítiques, les estratègies i els plans nacionals.";;
"13.3 ";13;"13.3. Mejorar la educación, la sensibilización y la capacidad humana e institucional respecto de la mitigación del cambio climático, la adaptación a él, la reducción de sus efectos y la alerta temprana";"13.3. Millorar l’educació, la conscienciació i la capacitat humana i institucional en relació amb la mitigació del canvi climàtic, l’adaptació a aquest, la reducció dels efectes i l’alerta primerenca.";;
"13.a ";13;"13.a. Cumplir el compromiso de los países desarrollados que son partes en la Convención Marco de las Naciones Unidas sobre el Cambio Climático de lograr para el año 2020 el objetivo de movilizar conjuntamente 100.000 millones de dólares anuales procedentes de todas las fuentes a fin de atender las necesidades de los países en desarrollo respecto de la adopción de medidas concretas de mitigación y la transparencia de su aplicación, y poner en pleno funcionamiento el Fondo Verde para el Clima capitalizándolo lo antes posible";"13.a. Complir el compromís dels països desenvolupats que són part de la Convenció marc de les Nacions Unides sobre el canvi climàtic d’assolir, l’any 2020, l’objectiu de mobilitzar conjuntament 100.000 milions de dòlars anuals, procedents del conjunt de les fonts, a fi d’atendre les necessitats dels països en desenvolupament respecte de l’adopció de mesures concretes de mitigació i la transparència en l’aplicació, i posar en ple funcionament el Fons verd per al clima capitalitzant-lo com més aviat millor.";;
"13.b ";13;"13.b. Promover mecanismos para aumentar la capacidad para la planificación y gestión eficaces en relación con el cambio climático en los países menos adelantados y los pequeños Estados insulares en desarrollo, haciendo particular hincapié en las mujeres, los jóvenes y las comunidades locales y marginadas";"13.b. Promoure mecanismes per a augmentar la capacitat de planificació i gestió eficaces en relació amb el canvi climàtic als països menys avançats i als petits estats insulars en desenvolupament, centrats concretament en les dones, persones joves i comunitats locals i marginades.";;
"13.1.1 ";13.1;"Número de personas muertas, desaparecidas y afectadas directamente atribuido a desastres por cada 100.000 personas";;;
"13.1.2";13.1;"Número de países que adoptan y aplican estrategias nacionales de reducción del riesgo de desastres en consonancia con el Marco de Sendái para la Reducción del Riesgo de Desastres 2015‑2030";;;
"13.1.3 ";13.1;"Proporción de gobiernos locales que adoptan y aplican estrategias locales de reducción del riesgo de desastres en consonancia con las estrategias nacionales de reducción del riesgo de desastres";;;
"13.2.1 ";13.2;"Número de países que han comunicado el establecimiento o la puesta en marcha de una política, estrategia o plan integrado que aumente su capacidad para adaptarse a los efectos adversos del cambio climático y que promueven la resiliencia al clima y un desarrollo con bajas emisiones de gases de efecto invernadero sin comprometer por ello la producción de alimentos (por ejemplo, un plan nacional de adaptación, una contribución determinada a nivel nacional, una comunicación nacional o un informe bienal de actualización)";;;
"13.3.1 ";13.3;"Número de países que han incorporado la mitigación del cambio climático, la adaptación a él, la reducción de sus efectos y la alerta temprana en los planes de estudios de la enseñanza primaria, secundaria y terciaria";;;
"13.3.2 ";13.3;"Número de países que han comunicado una mayor creación de capacidad institucional, sistémica e individual para implementar actividades de adaptación, mitigación y transferencia de tecnología, y medidas de desarrollo";;;
"13.a.1 ";"13.a";"Suma anual, en dólares de los Estados Unidos, movilizada entre 2020 y 2025 como parte del compromiso de llegar a 100.000 millones de dólares";;;
"13.b.1 ";"13.b";"Número de países menos adelantados y pequeños Estados insulares en desarrollo que reciben apoyo especializado, y cantidad de apoyo, en particular financiero, tecnológico y de creación de capacidad, para los mecanismos de desarrollo de la capacidad de planificación y gestión eficaces en relación con el cambio climático, incluidos los centrados en las mujeres, los jóvenes y las comunidades locales y marginadas";;;
"14.1 ";14;"14.1. De aquí a 2025, prevenir y reducir significativamente la contaminación marina de todo tipo, en particular la producida por actividades realizadas en tierra, incluidos los detritos marinos y la polución por nutrientes";"14.1. Per al 2025, prevenir i reduir de manera significativa la contaminació marina de tota mena, en particular la contaminació produïda per activitats realitzades en terra ferma, inclosos els detritus marins i la contaminació per nutrients";;
"14.2 ";14;"14.2. De aquí a 2020, gestionar y proteger sosteniblemente los ecosistemas marinos y costeros para evitar efectos adversos importantes, incluso fortaleciendo su resiliencia, y adoptar medidas para restaurarlos a fin de restablecer la salud y la productividad de los océanos";"14.2. Per al 2020, gestionar i protegir de manera sostenible dels ecosistemes marins i costaners amb vista a evitar efectes nocius importants, fins i tot mitjançant l'enfortiment de la seva resiliència, i adoptar mesures de restauració a fi de restablir la salut i la productivitat dels oceans.";;
"14.3 ";14;"14.3. Minimizar y abordar los efectos de la acidificación de los océanos, incluso mediante una mayor cooperación científica a todos los niveles";"14.3. Reduir al mínim els efectes de l'acidificació dels oceans i fer-hi front, incloent la intensificació de la cooperació científica a tots els nivells.";;
"14.4 ";14;"14.4. De aquí a 2020, reglamentar eficazmente la explotación pesquera y poner fin a la pesca excesiva, la pesca ilegal, no declarada y no reglamentada y las prácticas pesqueras destructivas, y aplicar planes de gestión con fundamento científico a fin de restablecer las poblaciones de peces en el plazo más breve posible, al menos alcanzando niveles que puedan producir el máximo rendimiento sostenible de acuerdo con sus características biológicas";"14.4. Per al 2020, reglamentar eficaçment l'explotació pesquera i posar fi a la sobrepesca, la pesca il·legal, la pesca no declarada i no reglamentada i les pràctiques de pesca destructives, i aplicar plans de gestió amb fonament científic per tal de restablir les poblacions de peixos en el termini més breu possible, almenys a nivells que puguin produir el màxim rendiment sostenible d'acord amb les seves característiques biològiques.";;
"14.5 ";14;"14.5. De aquí a 2020, conservar al menos el 10% de las zonas costeras y marinas, de conformidad con las leyes nacionales y el derecho internacional y sobre la base de la mejor información científica disponible";"14.5. Per al 2020, conservar almenys el 10% de les zones costaneres i marines, de conformitat amb les lleis nacionals i el dret internacional i sobre la base de la millor informació científica disponible.";;
"14.6 ";14;"14.6. De aquí a 2020, prohibir ciertas formas de subvenciones a la pesca que contribuyen a la sobrecapacidad y la pesca excesiva, eliminar las subvenciones que contribuyen a la pesca ilegal, no declarada y no reglamentada y abstenerse de introducir nuevas subvenciones de esa índole, reconociendo que la negociación sobre las subvenciones a la pesca en el marco de la Organización Mundial del Comercio debe incluir un trato especial y diferenciado, apropiado y efectivo para los países en desarrollo y los países menos adelantados3";"14.6. Per al 2020, prohibir certes formes de subvencions a la pesca que contribueixen a la capacitat de sobrepesca i a la sobreexplotació pesquera, eliminar les subvencions que contribueixen a la pesca il·legal, no declarada i no reglamentada i abstenir d'introduir noves subvencions d'aquesta índole, reconeixent que la negociació sobre les subvencions a la pesca en el marc de l'Organització Mundial del Comerç ha d'incloure un tracte especial i diferenciat, apropiat i efectiu per als països en desenvolupament i els països menys avançats.";;
"14.7 ";14;"14.7. De aquí a 2030, aumentar los beneficios económicos que los pequeños Estados insulares en desarrollo y los países menos adelantados obtienen del uso sostenible de los recursos marinos, en particular mediante la gestión sostenible de la pesca, la acuicultura y el turismo";"14.7. Per al 2030, augmentar els beneficis econòmics que els petits Estats insulars en desenvolupament i els països menys avançats reben de l'ús sostenible dels recursos marins, en particular mitjançant la gestió sostenible de la pesca, l'aqüicultura i el turisme.";;
"14.a ";14;"14.a. Aumentar los conocimientos científicos, desarrollar la capacidad de investigación y transferir tecnología marina, teniendo en cuenta los Criterios y Directrices para la Transferencia de Tecnología Marina de la Comisión Oceanográfica Intergubernamental, a fin de mejorar la salud de los océanos y potenciar la contribución de la biodiversidad marina al desarrollo de los países en desarrollo, en particular los pequeños Estados insulares en desarrollo y los países menos adelantados";"14.a. Augmentar els coneixements científics, desenvolupar la capacitat de recerca i transferir la tecnologia marina, tenint en compte els criteris i directrius per a la transferència de tecnologia marina de la Comissió Oceanogràfica Intergovernamental, a fi de millorar la salut dels oceans i potenciar la contribució de la biodiversitat marina al desenvolupament dels països en desenvolupament, en particular els petits Estats insulars en desenvolupament i els països menys avançats.";;
"14.b ";14;"14.b. Facilitar el acceso de los pescadores artesanales a los recursos marinos y los mercados";"14.b. Facilitar l'accés dels pescadors artesanals en petita escala als recursos marins i als mercats.";;
"14.c ";14;"14.c. Mejorar la conservación y el uso sostenible de los océanos y sus recursos aplicando el derecho internacional reflejado en la Convención de las Naciones Unidas sobre el Derecho del Mar, que constituye el marco jurídico para la conservación y la utilización sostenible de los océanos y sus recursos, como se recuerda en el párrafo 158 del documento “El futuro que queremos”";"14.c. Millorar la conservació i l'ús sostenible dels oceans i els seus recursos aplicant el dret internacional reflectit en la Convenció de les Nacions Unides sobre el Dret del Mar, que proporciona el marc jurídic per a la conservació i la utilització sostenible dels oceans i els seus recursos, com es recorda en el paràgraf 158 del document «El futur que volem».";;
"14.1.1 ";14.1;"Índice de eutrofización costera y densidad de detritos plásticos flotantes";;;
"14.2.1 ";14.2;"Proporción de zonas económicas exclusivas nacionales gestionadas mediante enfoques basados en los ecosistemas";;;
"14.3.1 ";14.3;"Acidez media del mar (pH) medida en un conjunto convenido de estaciones de muestreo representativas";;;
"14.4.1 ";14.4;"Proporción de poblaciones de peces cuyos niveles son biológicamente sostenibles";;;
"14.5.1 ";14.5;"Cobertura de las zonas protegidas en relación con las zonas marinas";;;
"14.6.1 ";14.6;"Grado de aplicación de instrumentos internacionales cuyo objetivo es combatir la pesca ilegal, no declarada y no reglamentada";;;
"14.7.1 ";14.7;"Proporción del PIB correspondiente a la pesca sostenible en los pequeños Estados insulares en desarrollo, en los países menos adelantados y en todos los países";;;
"14.a.1 ";"14.a";"Proporción del presupuesto total de investigación asignada a la investigación en el campo de la tecnología marina";;;
"14.b.1 ";"14.b";"Grado de aplicación de un marco jurídico, reglamentario, normativo o institucional que reconozca y proteja los derechos de acceso para la pesca en pequeña escala";;;
"14.c.1 ";"14.c";"Número de países que, mediante marcos jurídicos, normativos e institucionales, avanzan en la ratificación, la aceptación y la implementación de los instrumentos relacionados con los océanos que aplican el derecho internacional reflejado en la Convención de las Naciones Unidas sobre el Derecho del Mar para la conservación y el uso sostenible de los océanos y sus recursos";;;
"15.1 ";15;"15.1. De aquí a 2020, asegurar la conservación, el restablecimiento y el uso sostenible de los ecosistemas terrestres y los ecosistemas interiores de agua dulce y sus servicios, en particular los bosques, los humedales, las montañas y las zonas áridas, en consonancia con las obligaciones contraídas en virtud de acuerdos internacionales";"15.1. Per a 2020, vetllar per la conservació, el restabliment i l’ús sostenible dels ecosistemes terrestres i els ecosistemes interiors d’aigua dolça i els serveis que proporcionen, en particular els boscos, els aiguamolls, les muntanyes i les zones àrides, d’acord amb les obligacions marcades pels acords internacionals.";;
